292,Microsoft Software Assurance
293,Crossing sequence (Turing machines)
294,Guetzli
295,UNITY (programming language)
296,Networked Help Desk
297,Fon (company)
298,International Society for Structural and Multidisciplinary Optimization
299,Gábor Bojár
300,Dames Making Games
301,Phase margin
302,Advanced Digital Broadcast
303,Paul Moskowitz
304,MPEG-4 Part 17
305,Corvus Systems
306,GroupLogic
307,Primož Jakopin
308,Office chair
309,Line spectral pairs
310,Tom Voltaire Okwalinga
311,Legality of piggybacking
312,Peter Skomoroch
313,M Sharp
314,Samsung i8510 Innov8
315,Mass Effect 3
316,Chord Master
317,Voxound
318,Dennis Shasha
319,SCSI host adapter
320,Ordbog over det danske Sprog
321,Curve fitting
322,PrairieTek
323,TiMidity++
324,Christopher Soghoian
325,Quickoffice
326,Wireless network interface controller
327,Michael A. Arbib
328,OpenCube Technologies
329,LaCie
330,Observability
331,Panasonic Lumix DMC-FZ62
332,Geometry instancing
333,Structured Audio Orchestra Language
334,Aditi Technologies
335,Limits of computation
336,Bandai Super Vision 8000
337,OPIE Authentication System
338,Zimmermann Telegram
339,ITA1
340,Feistel cipher
341,GrafX2
342,TCN Protocol
343,Graph cut optimization
344,Access register
345,Dianna Xu
346,Computational complexity of matrix multiplication
347,Evercookie
348,Reception and criticism of WhatsApp security and privacy features
349,Oznoz
350,Palm OS Emulator
351,DeCSS
352,Error concealment
353,DOT (graph description language)
354,Eelume
355,Dolphin (emulator)
356,Local bus
357,Sticky keys
358,Moni Naor
359,Amaq News Agency
360,Galactic algorithm
361,SynOptics
362,Kata (programming)
363,V3g
364,Grafedia
365,Korean decimal classification
366,Oracle Enterprise Service Bus
367,George Mason University's historical hoaxes
368,Sarhad University of Science & Information Technology
369,Western Electric M-33 Antiaircraft Fire Control System
370,Internet transit
371,Physically based animation
372,BinTube
373,CloudHQ
374,ClearVolume
375,XMLVend
376,Sony DSC-QX30
377,Active Oberon
378,Decentralized computing
379,CSUN Assistive Technology Conference
380,Software Engineering Body of Knowledge
381,Browsh
382,Scanline rendering
383,Functional software architecture
384,Grist (computing)
385,Do Not Track (documentary)
386,Easter egg (media)
387,InLoox
388,APS Payroll
389,UP Diliman Department of Computer Science
390,NVIDIA CUDA Compiler
391,Hitachi 6309
392,Fibre Channel frame
393,Propagation of uncertainty
394,N.F. Smith & Associates
395,Tabeo
396,Glasstron
397,Debian-Installer
398,International Collegiate Programming Contest
399,Packet delay variation
400,Publish and Subscribe (Mac OS)
401,Payment card industry
402,Braina
403,Verifiable secret sharing
404,Panther XL
405,Korn–Kreer–Lenssen model
406,FrontBase
407,Peter O'Hearn
408,Nokia 7700
409,Global Namespace
410,Fujifilm X series
411,Participatory sensing
412,Climate Forecast Applications Network
413,Dip reader
414,Anind Dey
415,IBM PCPG
416,Diff
417,Mixminion
418,Platial
419,WebMinder
420,TiffinCAD
421,Regan Mandryk
422,Virtual Console
423,Lucid (programming language)
424,Chinese dark web
425,E. Burton Swanson
426,As We May Think
427,Postmodernism Generator
428,GagaOOLala
429,Feng Office Community Edition
430,Xsupplicant
431,Microcontent
432,Mona Singh (scientist)
433,RichFaces
434,Enumerated type
435,Comparison of photo stitching software
436,Dryad (programming)
437,Orifice plate
438,MVEDR
439,Jeroo
440,Subdivision surface
441,Advanced Graphics Riser
442,Sound Blaster Roar
443,Decimal128 floating-point format
444,Mohamed bin Zayed University of Artificial Intelligence
445,Nuvoton
446,Apple SOS
447,Step detection
448,Gigabyte M912
449,Network Security Toolkit
450,Microsoft hardware
451,Martin Grötschel
452,Ping flood
453,OpenCV
454,PDF Studio
455,EU–US Privacy Shield
456,Av drive
457,Virtual artifact
458,Eureqa
459,James D. McCaffrey
460,UTM theorem
461,Hop (software)
462,Mike Zuurman
463,Zettabyte
464,Pixel Slate
465,Iddq testing
466,Paul Buchheit
467,Webattacker
468,Ning (website)
469,Minimum routing cost spanning tree
470,Pat Hayes
471,Yevgeniy Nikulin
472,MagnaCom
473,Next Steps in Signaling
474,Michael Stal
475,Bufferbloat
476,Mikko Hyppönen
477,Luftwaffe radio equipment of World War II
478,Boolean
479,Graphics32
480,Bank of English
481,Jajah
482,ViewVC
483,Peano axioms
484,Firefox User Extension Library
485,Modem
486,Color vision
487,Faulkes Telescope North
488,William Opdyke
489,Tower Semiconductor
490,Feature toggle
491,MDSP
492,Olympus Stylus SH-2
493,RARS
494,Christina Eubanks-Turner
495,Kyma (sound design language)
496,White spaces (radio)
497,Phase-change Dual
498,Structurae
499,Hipster PDA
500,Victor Mbarika
501,Canon EOS 50D
502,Enterprise software
503,Core-and-pod
504,Coalition to Diversify Computing
505,Sinc function
506,Kali NetHunter
507,LCP array
508,Comparison of web conferencing software
509,Fetch-and-add
510,Guerrilla Mail
511,Control-Y
512,Messaging Open Service Interface Definition
513,Sunopsis
514,Quantum illumination
515,Naviance
516,QUIKTRAN
517,NeWS
518,GRAITEC Advance
519,NASA Edge
520,DIGIC
521,AutoCAD Architecture
522,Rockex
523,Négone
524,Laurence Dwight Smith
525,CETpD
526,RAM limit
527,Kopernio.com
528,Georgios N. Yannakakis
529,Tamil radio on internet
530,Windows 3.0
531,Hackers.mu
532,Slice (app)
533,Web interoperability
534,Sguil
535,Dream (YouTuber)
536,SAMV (algorithm)
537,Stress testing
538,KTorrent
539,Stroker Serpentine
540,James Demmel
541,Jürgen Schmidhuber
542,SteadyShot
543,Mark Charles
544,UNIVAC High speed printer
545,Application-specific instruction set processor
546,Craig Gentry (computer scientist)
547,Plurality (company)
548,Gopal Gupta
549,Regular constraint
550,Compaq SystemPro
551,Zebra Media Access Control
552,Oxford e-Research Centre
553,Internal Security Assessor
554,Fotios Zaharoglou
555,Motorola S08
556,APEXC
557,Mac OS X Public Beta
558,K9Copy
559,Lora Aroyo
560,RobotFest
561,UUCP
562,Electrologica
563,Anti-Malware Testing Standards Organization
564,ReDoS
565,Self Defense Test Ship
566,QVT
567,LG G Flex
568,IEEE Transactions on Information Forensics and Security
569,Tire code
570,Citrix Virtual Desktops
571,RISC OS
572,Image moment
573,Automated dispensing cabinet
574,Soyo Group
575,FBI–Apple encryption dispute
576,James Strachan (programmer)
577,Arachne (web browser)
578,ACM Software System Award
579,AppyStore
580,Social network analysis software
581,Compressed data structure
582,AnkhSVN
583,Canovate
584,IBM 4758
585,Obstack
586,Couchbase Server
587,Computer monitor
588,Cyberbiosecurity
589,Service Interoperability in Ethernet Passive Optical Networks
590,James C. Browne
591,VHDL-VITAL
592,InterSwitch Trunk
593,Hyperpersonal theory
594,Saynoto0870.com
595,IEEE Transactions on Dependable and Secure Computing
596,Bitbucket Server
597,Motion Computing
598,Intel SPSH4
599,Sendfile
600,Decision support system
601,Aviary (image editor)
602,Asynchronous Transfer Mode
603,Source (programming language)
604,NanoVM
605,Potting (electronics)
606,MOS Technology VIC
607,Burr–Erdős conjecture
608,AgentCubes
609,German Free Software License
610,3 GB barrier
611,Creative NOMAD
612,Use-define chain
613,HAIFA construction
614,Graham–Denning model
615,Intel Quick Sync Video
616,Low (complexity)
617,Federated presence
618,IEEE Computer Science and Engineering Undergraduate Teaching Award
619,Database System Concepts
620,Gerhard J. Woeginger
621,Embedded hypervisor
622,Graph cuts in computer vision
623,Ansible (software)
624,IBM Generalized Markup Language
625,Princeton (electronics company)
626,TransducerML
627,The Alphabet Cipher
628,SpeechWorks
629,Linear partial information
630,Principles of attention stress
631,Database theory
632,Joe Becker (Unicode)
633,Path integral Monte Carlo
634,Craig McClanahan
635,Patterson Hume
636,Amdahl UTS
637,Hipstamatic
638,Australian Centre for Field Robotics
639,Predictions of the end of Wikipedia
640,System suitcase
641,Underactuation
642,Xxencoding
643,Packet processing
644,Telecommunications systems management
645,Nullsoft Scriptable Install System
646,Lenovo smartphones
647,Ray (optics)
648,Gihan Wikramanayake
649,Thought recording and reproduction device
650,Chris Lewis (Usenet)
651,Hard space
652,Visual Build
653,Emerging Sources Citation Index
654,Duplicati
655,Heavy traffic approximation
656,Virtual instrumentation
657,Epson Equity
658,Psi-theory
659,Control store
660,Getaddrinfo
661,Oral History Metadata Synchronizer
662,Repair Satellite Prototype
663,Diff-Text
664,K computer
665,DBLP
666,Deficit round robin
667,PFCP
668,Analysis of algorithms
669,Winn Schwartau
670,Switched Multi-megabit Data Service
671,Contention free pollable
672,Dorabella Cipher
673,MCI Mail
674,Environment Modules (software)
675,Automatic Computing Engine
676,Matthias Kalle Dalheimer
677,Masking (art)
678,Security Administrator Tool for Analyzing Networks
679,PowerShell
680,Greyball
681,Bregman Lagrangian
682,Microsoft Mail
683,Archive.today
684,Acer X960
685,Virtual File System for Git
686,Twist (software)
687,Luminous Engine
688,Apple Mouse
689,Flapjax
690,Uncompressed video
691,Test Template Framework
692,Wear OS
693,Acorn Communicator
694,Deep learning
695,Rational ClearCase
696,Embedded Wizard
697,MicroBTX
698,Paperpile
699,Professional audio
700,ColorCAM
701,Eastworld
702,PerfKitBenchmarker
703,Dynamic encryption
704,NortonLifeLock
705,Ubuntu Touch
706,Comparison of video container formats
707,Display device
708,Adversarial machine learning
709,ERAM
710,Mixed graph
711,Kyiv Laboratory for Artificial Intelligence
712,Barney Pell
713,XCal
714,Transitive dependency
715,Noctua (company)
716,OpenRemote
717,Aerodrome mapping database
718,Pentax K-r
719,25 Gigabit Ethernet
720,Ubuntu-restricted-extras
721,3 Skypephone
722,Beneš method
723,Sara Kiesler
724,Memory bank
725,Ed Boon
726,Storage Module Device
727,Nhttpd
728,Andrew Koenig (programmer)
729,Bare-metal server
730,Automatic call distributor
731,Feature connector
732,Icophone
733,Outboard gear
734,Jones diagram
735,Spirit DSP
736,Olympus μ720 SW
737,Forensic Toolkit
738,Ray Solomonoff
739,Magic graph
740,External Data Representation
741,Steve Huffman
742,Comparison of CPU microarchitectures
743,RadioShack
744,Differential of a function
745,Borland Database Engine
746,Tiny Metal
747,Arista Networks
748,HaGalil
749,Collaborative decision-making software
750,GimPhoto
751,Common Open Software Environment
752,GreatFire
753,Dynamic drive overlay
754,TLA+
755,Natural deduction
756,Koofers
757,Canon EOS C200
758,Telegraph sounder
759,Overview of RESTful API Description Languages
760,XImage
761,Interest Flooding Attack
762,Knowledge Machine
763,Web of Science
764,Parking In Motion
765,Microsoft P-Code
766,HTTP cookie
767,Venus Angelic
768,Full state feedback
769,PKCS 8
770,Valid Time Event Code
771,Tiny Computers
772,Predeclared
773,Address Supporting Organization
774,Benjamin Trott
775,Nyström method
776,Delaunay tessellation field estimator
777,Assassin's Creed Unity
778,Directive (programming)
779,AdsML
780,Local maximum intensity projection
781,Ignite (game engine)
782,GPAC Project on Advanced Content
783,IOS version history
784,"Data, context and interaction"
785,Sharla Boehm
786,Stadium (software)
787,CloudStore
788,Wozencraft ensemble
789,Enterprise report management
790,Gnutella
791,Dell Venue Pro
792,FIR transfer function
793,Redcore
794,UW IMAP
795,Gelato (software)
796,Samsung Galaxy Prevail
797,EGS (program)
798,Fixed–mobile convergence
799,IEEE 802.11k-2008
800,RL78
801,TerraNet AB
802,Namm Radio
803,ISPIRT
804,Vinyl cutter
805,Mass amateurization
806,Audiomack
807,Data truncation
808,Association for Computing Machinery
809,Beaumanor Hall
810,Quantex Microsystems
811,Samsung Galaxy Watch Active 2
812,Liu Jiren
813,Torch (machine learning)
814,Resource construction set
815,Pirni
816,OneLogin
817,Tim Bell (computer scientist)
818,Amaya (web editor)
819,FRRouting
820,Henryk Batuta hoax
821,USB Killer
822,Ed Iacobucci
823,Base Léonore
824,Small-C
825,GameRanger
826,Redmi 2
827,Generalized Multi-Protocol Label Switching
828,DevMountain
829,Xkill
830,Midway T Unit
831,Curl (programming language)
832,Turtle Geometry
833,PWB/UNIX
834,We the People (petitioning system)
835,Apache CouchDB
836,PC speaker
837,Ivel Ultra
838,GrandPerspective
839,Logical security
840,ISC High Performance
841,OverDrive Media Console
842,Argus (programming language)
843,Open Archives Initiative Protocol for Metadata Harvesting
844,MVEL
845,Adam Leventhal (programmer)
846,XQD card
847,Closure problem
848,Worldwide Industrial Telemetry Standards
849,Expander mixing lemma
850,Shantanu Narayen
851,Windows Internet Name Service
852,The Codebreakers
853,Augmented Reality Markup Language
854,Sher.pa (Company)
855,Oracle SOA Suite
856,Elon Musk
857,Soundtrack Pro
858,XIO
859,Electrical termination
860,Atari Mindlink
861,Cube-connected cycles
862,CS-Script
863,Michael Overton
864,ISO/IEC JTC 1/SC 22
865,Winbatch
866,ARP spoofing
867,"School of Computational Sciences, Swami Ramanand Teerth Marathwada University"
868,Medium-dependent interface
869,Crossing number (graph theory)
870,Armstrong phase modulator
871,Process optimization
872,Internet Watch Foundation
873,PS-02/A
874,SAP Cloud Platform
875,Classification Tree Method
876,Windows 10 version history (version 1511)
877,Pango
878,Automatic document feeder
879,SPARC
880,Interton Video 2400
881,SPECpower
882,Yale shooting problem
883,Karel (programming language)
884,Name server
885,OLED
886,AnthillPro
887,Red Hat cluster suite
888,MTA SZTAKI Laboratory of Parallel and Distributed Systems
889,Papyrus Oxyrhynchus 90
890,Nanoprobing
891,West PC-800
892,APT (software)
893,Kirix Strata
894,Contextual image classification
895,Vint Cerf
896,Electrification and controls technology
897,Transaction data
898,Documation
899,Excelan
900,Filecoin
901,GNU Health
902,Theo Härder
903,Analogue electronics
904,Pie in the Sky (game engine)
905,NEC HYDRAstor
906,Zawinski's law of software envelopment
907,Latanya Sweeney
908,Institute of Robotics and Intelligent Systems
909,Cavium
910,UPCRC Illinois
911,NAS200
912,Cora G. Burwell
913,Mervin E. Muller
914,Non-local means
915,WebKit
916,Strain engineering
917,IBM System/34 and System/36 Screen Design Aid
918,Subthreshold conduction
919,ZADZADZ
920,Strategy Markup Language
921,3D Topicscape
922,Eckert–Mauchly Award
923,ClamWin Free Antivirus
924,Financial modeling
925,Dennis E. Taylor
926,BCS Lovelace Medal
927,Mózgprocesor
928,PTC rubber
929,Abhorchdienst
930,I/O request packet
931,LaLaVoice
932,Glossary of Unified Modeling Language terms
933,Shi-Kuo Chang
934,Australasian Conference on Information Systems
935,BRLESC
936,SOIUSA code
937,Timex Sinclair
938,NucleaRDB
939,Chatbot
940,Microcontroller
941,University of Michigan Executive System
942,Marc Lankhorst
943,Dynamic problem (algorithms)
944,Istvan Kantor
945,Game Center
946,Ideal tasks
947,ExpressVPN
948,Random number generation
949,SIPRNet
950,Telecommunication control unit
951,FLOW (programming language)
952,Aircraft Radio Corporation
953,UKNOF
954,Bytecode
955,Timothy J. Hickey
956,Telix
957,FreeBSD jail
958,Object Lisp
959,ARTAS
960,Hannu Toivonen (professor)
961,Software bot
962,Go!Cam
963,ABCDE
964,Lpod
965,Blockhead (thought experiment)
966,Mixmaster anonymous remailer
967,Voxel
968,X Toolkit Intrinsics
969,Broadway (microprocessor)
970,Jean Ichbiah
971,Common Business Communication Language
972,Nikon D2X
973,Dash Navigation
974,Aperture (computer memory)
975,Foobar2000
976,Wildfire modeling
977,Conceptual model (computer science)
978,Front end of line
979,Microsoft Office XML formats
980,Obash
981,Capistrano (software)
982,Fully probabilistic design
983,Clock port
984,H.E.R.B.I.E.
985,HHVM
986,Supplemental access control
987,Oulu University Secure Programming Group
988,Critical security parameter
989,Michael Lew
990,Alan Turing Institute
991,Gosper's algorithm
992,Shugborough inscription
993,Silvio Cesare
994,APL (programming language)
995,Yamaha YMZ280B
996,Aerohive Networks
997,Transaction processing
998,Qualification principle
999,Queuing delay
1000,Miriah Meyer
1001,Small control property
1002,After Dark (software)
1003,Management features new to Windows Vista
1004,Residue number system
1005,Tsutomu Kanai Award
1006,Web User
1007,Flat pseudospectral method
1008,Optical time-domain reflectometer
1009,Ford Instrument Company
1010,Cohesion (computer science)
1011,Selectivity (electronic)
1012,ConcurTaskTrees
1013,Yaakov Ziv
1014,Iikka Keränen
1015,Distributed Data Management Architecture
1016,Borka Jerman Blažič
1017,Livingston Robotics Club
1018,Jan Bergstra
1019,Canon EOS 80D
1020,Peixoto's theorem
1021,SYBYL line notation
1022,Incremental encoding
1023,Black Skinhead
1024,RGraph
1025,Stanford Encyclopedia of Philosophy
1026,SiteW
1027,Microsoft Dynamics 365 for Finance and Operations
1028,XBT Tracker
1029,AMX192
1030,Elasticity (cloud computing)
1031,Prolog
1032,AutoTempest
1033,"Sir Piers Lauder, 13th Baronet"
1034,Gabbay's separation theorem
1035,Laurent Ribardière
1036,Xaira
1037,PenPoint OS
1038,IceWall SSO
1039,Oculus Rift S
1040,Pycasa
1041,TRIPS architecture
1042,Directory information tree
1043,Visibility polygon
1044,DOSBox
1045,ISIS/Draw
1046,Texas Instruments TMS320
1047,Xor DDoS
1048,Scoreboarding
1049,Josephson junction count
1050,Audio converter
1051,Social bot
1052,SAMI
1053,AT Series
1054,George Springer (mathematician)
1055,Digital booklet
1056,Emotive Internet
1057,Amazon Rekognition
1058,Ricoh GR Digital
1059,Parallel Processing Letters
1060,Virage Logic
1061,RCCA security
1062,Michael A. Harrison
1063,JH (hash function)
1064,Fujitsu Toshiba IS12T
1065,Motorola 68000 series
1066,Android Mini PC MK802
1067,John Fairclough
1068,Solidity
1069,OpenStep
1070,OSGi
1071,Atari Sierra
1072,Perforce
1073,Mary Czerwinski
1074,NATGRID
1075,Sony Xperia Z1 Compact
1076,Universal Serial Bus 1.0 Release Candidate
1077,Raster scan
1078,SuperSPARC
1079,MIMIC (immunology)
1080,Diode matrix
1081,Elsagate
1082,Volume mesh
1083,JADE (programming language)
1084,AirTags
1085,Project-Level Aid Database
1086,R U Professional
1087,Voltage controller
1088,Controllability Gramian
1089,Instantaneous phase and frequency
1090,Plain Old XML
1091,Wirth–Weber precedence relationship
1092,Fulkerson Prize
1093,Mobile wireless sensor network
1094,Major Command Game
1095,MacTech
1096,Volvelle
1097,Whegs
1098,Double inverted pendulum
1099,Network packet
1100,Fractal compression
1101,PacketFence
1102,Qpsmtpd
1103,Tripe Marketing Board
1104,Navarro Networks
1105,Laboratoire d'Informatique Fondamentale de Lille
1106,Ken Orr
1107,Lib.ru
1108,Hammerkit
1109,Sergio Verdú
1110,NCR VRX
1111,Samsung Galaxy Core
1112,Teaching dimension
1113,Multiscale Modeling and Simulation
1114,IEEE style
1115,Fail2ban
1116,Concurrent CP/M-86/80
1117,Graduated optimization
1118,XDNA (multi-graphics)
1119,Microsoft Office Accounting
1120,Soak testing
1121,Molinux
1122,Denali (operating system)
1123,Unity (game engine)
1124,GoodReader
1125,Herbert Edelsbrunner
1126,Sam Ruby
1127,CER-20
1128,Proportionally fair
1129,Variometer
1130,Epos Now
1131,IGG Software
1132,Q-Bus
1133,Anti-pharming
1134,Comparison of web service frameworks
1135,Gödel logic
1136,Annie Easley
1137,System information modelling
1138,Status message (instant messaging)
1139,Microsoft Site Server
1140,Cube (video game)
1141,Plasma stability
1142,NextGenTel
1143,Disk Data Format
1144,Quantum coin flipping
1145,Convera Corporation
1146,Algorithmic transparency
1147,MetaDONE
1148,Samsung Galaxy F41
1149,SAP Anywhere
1150,Jump point search
1151,Betsy DiSalvo
1152,Bernard Marshall Gordon
1153,Dan Roth
1154,ThinkPad 10
1155,Key Sequenced Data Set
1156,Embodied cognitive science
1157,Central and Eastern European Software Engineering Conference in Russia
1158,John Searle
1159,Sentient computing
1160,On-street parking sensing
1161,BMC Medical Informatics and Decision Making
1162,IOS 6
1163,Pwnie Awards
1164,SONiC (operating system)
1165,Microsoft Reserved Partition
1166,Industrial robot
1167,Miroslav Krstić
1168,Octet (computing)
1169,Dimitris Metaxas
1170,TOPS
1171,Border Gateway Multicast Protocol
1172,MPEG-3
1173,Stathis Zachos
1174,GNOME Chess
1175,Deezer
1176,Photogenics
1177,Smart environment
1178,Radiation angle
1179,Wireless intrusion prevention system
1180,Knowledge-Based Systems (journal)
1181,Yangtze Memory Technologies
1182,Red Condor
1183,Highway Addressable Remote Transducer Protocol
1184,Aria (storage engine)
1185,Magnetic tape data storage
1186,Satisfiability modulo theories
1187,Bright Computing
1188,Oracle Clinical
1189,Plantronics Colorplus
1190,Systolic array
1191,GNU Libtool
1192,Georgia Radio Hall Of Fame
1193,Microsoft Diagnostics
1194,Flash crowds alleviation network
1195,2D computer graphics
1196,Minds and Machines
1197,Microsoft Software Licensing and Protection Services
1198,Hannah Bast
1199,Cryptographic key types
1200,OpenKM
1201,Opal (programming language)
1202,Bombus (software)
1203,Story environment
1204,Optimizing compiler
1205,Nevanlinna Prize
1206,MSBuild
1207,Simple Network Paging Protocol
1208,LG Optimus One
1209,Index set (recursion theory)
1210,Boson sampling
1211,IdeaCentre
1212,Richardson extrapolation
1213,Damping factor
1214,Ludic interface
1215,Alan Newell (English computer scientist)
1216,Vertu Ti
1217,Jabberd2
1218,The writing hand
1219,Manjaro
1220,Comparison of file synchronization software
1221,Blisk (browser)
1222,Dynamic convex hull
1223,Wickedleak Wammy Passion X
1224,Benoit Mandelbrot
1225,Reference design
1226,Electronic discovery
1227,Multimodal search
1228,Blorb
1229,Behavior authoring
1230,The Skeleton Crew (book)
1231,Adobe Presenter
1232,Electronic toll collection
1233,FOSD Mixin Layers
1234,Neuroinformatics
1235,Critical to quality
1236,Precision Lightweight GPS Receiver
1237,Korg PadKontrol
1238,HP Inc.
1239,Sanjeev Khanna
1240,Electric power conversion
1241,Sandstorm (vehicle)
1242,Tractable problem
1243,Token Ring
1244,TrueCrypt
1245,Konami GX
1246,Distributed Checksum Clearinghouse
1247,Signed-digit representation
1248,Transfer learning
1249,Intersection (Euclidean geometry)
1250,Intel Fortran Compiler
1251,Johan Håstad
1252,Skyglobe
1253,Grantsmart
1254,Samsung Galaxy Trend Lite
